seq_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASVb2df233eeeea,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,humi
ASV590d39dbef56,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
ASVb7bcbe72bbb0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
ASV61b02086817b,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV543b745559f4,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVfc785a1410fa,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
ASV5ef53fd6bf88,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASVc8deb20e650d,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,NA
ASVc6857415c237,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,NA
ASV59dc6789418f,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASVa36135022809,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASVc8ec88b7c8f7,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV5a5ccc09fc15,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
ASV8808bddd0b4a,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV7b11977a7d49,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV0131f3671013,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASVfc503bd8f812,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,sartisoli
ASVed66e60f74e6,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Aquihabitans,NA
ASV59f43c3b695c,Bacteria,NA,NA,NA,NA,NA,NA
ASV3b4932bad100,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Lacisediminimonas,NA
ASVdf4ef9feb4f1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV2933c0dfe6ae,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASVf1d3074eca1b,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV8438d2e97d35,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASVdf8ad8847ff2,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV25ea279d4509,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV8843bac97fd7,Bacteria,Candidatus Eremiobacterota,Eremiobacteria,NA,NA,NA,NA
ASV04a23a5216ea,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Mizugakiibacter,NA
ASVd5822b07ba63,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV8b500e1f9132,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV424a1a26982e,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV2ecef6808f30,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
ASV1946c5e82263,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
ASVdea92e23ab47,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV040c8df83328,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
ASVb5e57e2b2dec,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Brucella,NA
ASV86309dd51b29,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV6cafb8c41189,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,mirabilis
ASVc1fbd2a0231a,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Koribacteraceae,Candidatus Koribacter,NA
ASV5939b0bb8cc6,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,borealis
ASVec12496f985a,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVfbd6ad340e12,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASVf242f91115e8,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASVe3f826af999b,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV9c4037834aa1,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASVc7cd523382dd,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV77e7dc2fea82,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,NA,NA
ASVa4df65403715,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV3345a7a7753d,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASVc64f25f0050c,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV01a417c8e6aa,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASVec89afa63f91,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,radicincitans
ASV84ee53d900ac,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASVcd6494cb0746,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV6c650d5ce780,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,NA,NA
ASV29bf8a4f8e1e,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASVce7c16e371b2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASVc2615e29d809,Bacteria,Candidatus Eremiobacterota,Eremiobacteria,NA,NA,NA,NA
ASV1e131ce46abe,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASVa7b9f533fcd7,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV4e8dfe556964,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,riboflavina
ASV78e67446edb8,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,riboflavina
ASVc787b56c7cba,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia,NA
ASV38679dfb1c14,Bacteria,Bacillota,NA,NA,NA,NA,NA
ASV0e3178eb9eed,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASVe763804fc70c,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,borealis
ASVf77948358b2f,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV73e1ddb7d10f,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Terriglobus,NA
ASV91630e5970f7,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,biprosthecium
ASVbb45ab637508,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV629480d7e37d,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV22fbaac97891,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,NA
ASV5385a4b701b2,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus,NA
ASV461fe0dd053b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,NA,NA
ASV13349fd44932,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASVf77700450bc1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,NA
ASV83ef83c81997,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,balearica
ASVa5ee8a1c37e4,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
ASV92ca894875d3,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVfcae348c1bc2,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
ASVfc4e819ae05e,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,hefeinensis
ASV74ad1c548ad1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,DSSF69,NA
ASVc0c669c737b7,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,fusca
ASVbbdb586f556e,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
ASV1ec3bbe23621,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,citronellolis
ASV79877389c34c,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,riboflavina
ASVef7891558810,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,NA
ASV08dfb663e039,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV149af0915dad,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,balearica
ASVb98a0ac47cbd,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
ASV19b83ba913d4,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV6a8be8edc5d4,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV299bfbd6667e,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,NA
ASV4a6c69f53017,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASV5ff8f301bdb0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV488b133a582b,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
ASVa936da65d9bd,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV8e176ae4b3ad,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,riboflavina
ASV94067d9641a9,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV8d6098522abb,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV2f57d920a9e1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV5d0ee53706ce,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA
ASV3d3a3be75680,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,NA
ASV93a8be1b7d06,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,NA
ASVb634266feafa,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,NA
ASVc35e0242f002,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV38c1349d72f1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASVc5235f194670,Bacteria,Nitrospirota,4-29-1,NA,NA,NA,NA
ASVa417f784f152,Bacteria,Armatimonadota,Chthonomonadia,Chthonomonadales,Chthonomonadaceae,Chthonomonas,NA
ASVfb469d3f93df,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
ASVc498ff5d60ea,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV1cc099ae4252,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
ASVdb1d2e5c3672,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
ASV166f3a7c1f76,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASVac7c4a879f1d,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV4be4abf1cf36,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASVbdbfdbaf0da7,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV3f85578889dc,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV553c21542f13,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA,NA
ASV3e30724fb917,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,terrae
ASVc5cf78b18d09,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASVeea9e36b22da,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV38581f35aa5a,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV2f0dfa2a5018,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Koribacteraceae,Candidatus Koribacter,NA
ASVd5079a077d03,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
ASVc3bae2c176ff,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,mexicana
ASV4a5ba29e6b5e,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylobacterium,brachiatum
ASVca52a1e74438,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV8d086e1ef2f9,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV31aec2a475e3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillibacter,NA
ASV18658e57bb44,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dokdonella,fugitiva
ASVa55edf193840,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASVac169a64e253,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,xyli
ASV858bc86cdca4,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASVbc052ace0b66,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,NA
ASV37ef97c85d64,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASVe0ba9dd004f4,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV2c9cbf02a5eb,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASVe2c099c07cba,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila
ASVa67889d6b1a9,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASVea26443a539c,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV930f482e926a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASVb8078fbc975f,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV46cf0395a864,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV1c7ed1fcb6fe,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
ASVf894ccd112f4,Bacteria,NA,NA,NA,NA,NA,NA
ASV7990e9b0443b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,rupis
ASVdaf61066c4ff,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA
ASVd1f61cbca6a3,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV9fc7e0b82ea5,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASVac49ffc43378,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASV44c08f6a12c2,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA
ASVe6f9a9edad26,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
ASVbf743243c212,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASVd504c4688fb2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,humi
ASV70194f3c930e,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASVd18ffe5770c0,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV3b7fddf5b1e8,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,NA
ASV782cfcb9091e,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASVb997c0ea8e36,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,NA
ASV0fcbc7be9a81,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,NA
ASV0e99f6d3da3b,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,acidaminiphila
ASV9c8d203aba05,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Pseudogulbenkiania,NA
ASV12bfb3b5b1b8,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Aminobacter,NA
ASV1c99ccd88379,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV2040a21dcad5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,BIyi10,NA
ASVd769c6e93740,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
ASVf2066982b144,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,fusca
ASV70babdcadbe3,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,NA
ASV7db9001edd3d,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
ASV52a77f7cb9b3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri
ASVf37ee6f7531e,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,NA
ASV37e2f20d9570,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV82f1ffba1057,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
ASVf923a76053bb,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,borealis
ASV5d5723acf2ad,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASVa3fafc372b91,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV969c038c44f5,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV5ce2913761ca,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Roseiarcus,NA
ASV78e84e8ccce9,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,NA,NA
ASVe23a8e83d455,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV10821ad02123,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,NA
ASVbff3ab299588,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,KF-JG30-B3,NA,NA
ASV7f11c1e3aa1f,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV3026ced8ad8f,Bacteria,NA,NA,NA,NA,NA,NA
ASV3fa326da05ce,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV008de7e923b2,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
ASV5349587b3806,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASV7d9726e1ae47,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
ASV92905fc84181,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV4d191427bc88,Bacteria,Myxococcota,Polyangiia,mle1-27,NA,NA,NA
ASVa1a010d35c82,Bacteria,Candidatus Kapabacteria,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV3e1fe90152ad,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV38d6c4c46eb0,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV11a1bdb1bcd9,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,NA,NA
ASVfa3417ddbc24,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASVd828357c498f,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV5797f8ca4c3c,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASVedd522df82eb,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
ASVd0826f8490e7,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASVbdaccfbff80c,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASV3e273064474a,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASVd7e969bb44e5,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV832b1ccf0538,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altericroceibacterium,NA
ASVf912ab9e5ac5,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASV515d70370353,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,NA
ASV4575fc2aed61,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,aromaticivorans
ASV31bf65558931,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Edaphobacter,NA
ASV8a5feaeb5f88,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Luteibacter,yeojuensis
ASVc8f6e9e9d062,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,NA
ASV0ff57319c881,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,acidaminiphila
ASV16caf5fce6f3,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV636ef2d23406,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
ASV54adf48620c8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV9d66ab6e3d14,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV872ad339971a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASVab579dd09815,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV1465b636d70f,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,NA,NA
ASV47a9819972a1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA
ASVcfc1f447b6ea,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASVe758dc4e46d3,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV915759ceff90,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV477da4ef4236,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
